     ;pais                            ;anos ;quantidade ;valor    ;origem ;tipo
1873 ;Montenegro                      ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1874 ;Namíbia                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1875 ;Nicarágua                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1876 ;Nigéria                         ;2022 ;     32234 ;   50283 ;Brasil ;Vinhos de Mesa
1877 ;Noruega                         ;2022 ;      2711 ;   40316 ;Brasil ;Vinhos de Mesa
1878 ;Nova Caledônia                  ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1879 ;Nova Zelândia                   ;2022 ;        63 ;     156 ;Brasil ;Vinhos de Mesa
1880 ;Omã                             ;2022 ;       194 ;     670 ;Brasil ;Vinhos de Mesa
1881 ;Países Baixos                   ;2022 ;      7034 ;   37240 ;Brasil ;Vinhos de Mesa
1882 ;Palau                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1883 ;Panamá                          ;2022 ;     11490 ;   49392 ;Brasil ;Vinhos de Mesa
1884 ;Paraguai                        ;2022 ;   5076670 ; 7156293 ;Brasil ;Vinhos de Mesa
1885 ;Peru                            ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1886 ;Pitcairn                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1887 ;Polônia                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1888 ;Porto Rico                      ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1889 ;Portugal                        ;2022 ;      1918 ;    7613 ;Brasil ;Vinhos de Mesa
1890 ;Quênia                          ;2022 ;      1440 ;    2080 ;Brasil ;Vinhos de Mesa
1891 ;Reino Unido                     ;2022 ;     18835 ;  138154 ;Brasil ;Vinhos de Mesa
